Notes,Compound Notebook Name,Date Copied to Master Database,Data Recorded By,Seshadri Group,Oyaizu Group,DOI,Solvent 1 (S1),S1 SMILES,S1 SMILES 1,S1 SMILES 2,S1 SMILES 3,S1 Big SMILES,S1 End Group 1,S1 End Group 2,S1 Mol %,S1 Weight %,S1 SMILES 1 Mol %,S1 SMILES 2 Mol %,S1 SMILES 3 Mol %,S1 Molar Ratio,S1 Weight Ratio,S1 Mw,S1 Mn,S1 Mn or Mw,S1 Mw/Mn,S1 DOP,S1 Molar Mass (g/mol),S1 Type,S1 Block Mol Weight,Solvent 2 (S2),S2 SMILES,S2 SMILES 1,S2 SMILES 2,S2 Mol %,S2 Weight %,S2 SMILES 1 Mol %,S2 SMILES 2 Mol %,S2 Molar Ratio,S2 Weight Ratio,S2 Mw,S2 Mn,S2 Mn or Mw,S2 Mw/Mn,S2 DOP,S2 Molar Mass (g/mol),S2 Type,Solvent 3 (S3),S3 SMILES,S3 SMILES 1,S3 Mol %,S3 Weight %,S3 Molar Ratio,S3 Weight Ratio,S3 Mw,S3 Mn,S3 Mn or Mw,S3 Mw/Mn,S3 DOP,S3 Molar Mass (g/mol),S3 Type,Solvent 4 (S4),S4 SMILES,S4 Mol %,S4 Weight %,S4 Molar Ratio,S4 Weight Ratio,S4 Mw,S4 Mn,S4 Mn or Mw,S4 Mw/Mn,S4 DOP,S4 Molar Mass (g/mol),S4 Type,Salt 1,Salt1 SMILES,Salt1 Mol %,Salt1 Weight %,Salt1 Molality (mol salt/kg polymer),Salt1 Molar Mass (g/mol),Salt 2,Salt2 SMILES,Salt2 Mol %,Salt2 Weight %,Salt2 Molality (mol salt/kg polymer),Salt2 Molar Mass (g/mol),Inorganic Material 1 (IM1),IM1 Weight %,IM1 Particle Size (nm),Tg (oC),Heating Rate (K/min),Temperature (oC),Conductivity (S/cm),log Conductivity (S/cm)
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.9375,0.720692712,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.0625,0.279307288,1.350676012,286.9332984,,,,,,,,,,-41,,60.0,0.000280389,-3.552239
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.9375,0.720692712,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.0625,0.279307288,1.350676012,286.9332984,,,,,,,,,,-41,,50.0,0.000156326,-3.80597
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.9375,0.720692712,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.0625,0.279307288,1.350676012,286.9332984,,,,,,,,,,-41,,40.0,9.5e-05,-4.022388
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.9375,0.720692712,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.0625,0.279307288,1.350676012,286.9332984,,,,,,,,,,-41,,25.0,3.06e-05,-4.514925
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,110.0,0.001434551,-2.843284
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,100.0,0.001187482,-2.925373
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,90.0,0.000886668,-3.052239
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,80.0,0.00060755,-3.216418
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,70.0,0.000423512,-3.373134
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,60.0,0.000295222,-3.529851
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,50.0,0.000185634,-3.731343
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,40.0,0.00011086,-3.955224
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-1000,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC)C(=O)C1[Au],,,,,,0.952380952,0.774794123,0.043478261,0.130434783,0.826086957,1/3/2019,,,,1000.0,,,49.358,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.225205877,1.013007011,286.9332984,,,,,,,,,,-44,,25.0,3.11e-05,-4.507463
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,110.0,0.000364513,-3.438287
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,100.0,0.000252943,-3.596977
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,90.0,0.000184928,-3.732997
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,80.0,0.000121799,-3.914358
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,70.0,7.61e-05,-4.118388
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,60.0,3.6e-05,-4.443325
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,50.0,1.93e-05,-4.715365
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,40.0,1.08e-05,-4.964736
,,,,,1.0,doi.org/10.1016/j.jpowsour.2017.02.047,M-600,[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],[Cu]CCC1C(=O)N(C(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COOCC)C(=O)C1[Au],,,,,,0.952380952,0.814053176,0.090909091,0.818181818,0.090909091,1/9/2001,,,,600.0,,,62.808,comb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.047619048,0.185946824,0.796076931,286.9332984,,,,,,,,,,-47,,25.0,4.02e-06,-5.395466
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,89.87674273,0.000432229,-3.364286
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,80.19190776,0.000425178,-3.371429
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,69.87246008,0.000411421,-3.385714
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,60.31727602,0.000337731,-3.471429
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,49.93288271,0.000281838,-3.55
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,39.86069651,0.00024306,-3.614286
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,30.10176872,0.000209618,-3.678571
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,19.68785948,0.000169266,-3.771429
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,10.3794081,0.000131347,-3.881579
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,0.092633174,9.41e-05,-4.026316
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.998372647,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITFSI,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.001627353,0.005680782,286.9332984,,,,,,,,,,,,-10.19312887,6.74e-06,-5.171053
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.997524077,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBTFSI-,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.002475923,0.005680782,436.9237177,,,,,,,,,,,,89.87674273,0.000186822,-3.728571
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.997524077,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBTFSI-,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.002475923,0.005680782,436.9237177,,,,,,,,,,,,79.59115149,0.000180777,-3.742857
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.997524077,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBTFSI-,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.002475923,0.005680782,436.9237177,,,,,,,,,,,,69.68359509,0.000155904,-3.807143
,,,,,1.0,doi.org/10.1039/c8ee02093k,EC,O=C1OCCO1,O=C1OCCO1,,,,,,0.99950025,0.997524077,,,,,,,,88.01604399,,1.0,88.01604399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBTFSI-,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F.[Li+],0.00049975,0.002475923,0.005680782,436.9237177,,,,,,,,,,,,59.96037146,0.000148398,-3.828571
